x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
6.625365578,54.47946749,15.2854441,-0.794648339,22.49834581,-29.21220854,1.435134262,-4.551933625,5.93040398,-3.319388265,72.39021501,2.308400452,7.903160714,-4.029171367,-0.491208167,3.630743789,-10.04204214,-3.468681106,-15.96387444,-2.566762534,2.975752844,5.103209035,-59.10738778,-2.703526375,-3.279089301,-0.880084387,-1.714612276,13.11132495,1.390706036,-0.367491185,-4.761444575,-4.871075583,-3.231756013,6.153178568,volkswagon,wed,-0.6641866,-32.08699784,-10.12611106,3.800892853,-8.776231103,"$2,475.46 ",-18.81190495,18.73214529,-37.21232359,-0.01%,0.323934593,-0.174700778,-2.029879175,-6.59981037,-21.99260649,21.51125884,-1.225104528,39.74612655,6.689695206,-0.26053186,18.75968489,37.57707657,5.093232069,6.451244746,-8.224452278,2.310596845,1.54795369,-13.04140752,-1.808780356,-0.515672732,50.51089155,8.556449092,Aug,-54.78771122,44.26911764,-14.56901482,2.31757864,36.13815328,-7.888544484,80.85138397,5.66364841,59.06979966,5.743085245,12.31757797,-26.30631708,0.956390824,5.060936342,3.358216961,-2.872924302,10.2112968,-0.006702596,-11.06487217,-2.393787377,2.487149299,-18.91923761,1.774656738,2.216405616,america,0.987553777,34.39647652,-55.8835154,13.73919382,2.824056221,1.141798566
3.796926811,-20.24492264,-18.08419627,-1.113453942,-3.551727692,-4.025589281,1.971885083,-1.965186465,13.21072191,-4.262240095,65.71103298,1.913059521,-32.017236,2.011443109,-1.868794162,7.470359437,1.365621047,4.624420905,-19.61193139,8.297098446,4.486135531,23.9955389,24.79764016,0.730184777,-6.114344783,-3.247098536,0.17817607,2.27358766,-0.038552092,0.087942147,-1.219259297,4.011817553,0.85868365,-5.280295361,bmw,thurday,0.69371945,29.39178595,5.272047891,3.28064913,23.33723992,"($1,109.10)",-14.98023696,-1.259562801,35.77382107,0.00%,12.37530231,1.607241954,1.974946831,11.30351086,-1.142258128,27.0762617,-0.689020231,1.139620849,4.631548608,2.366536765,13.6057737,28.0937407,-5.989843643,-2.348189522,2.973486393,4.71419001,8.491130174,-11.68925729,2.567381764,-0.163976007,-23.47724377,3.291051887,Jun,23.30591185,5.663715736,3.391436071,5.297850058,8.353935337,29.0479531,-21.29587911,2.234818754,-19.20299792,-0.544251192,2.399872865,-16.77421906,-0.336972592,2.422408978,5.950392359,-0.622302855,20.23812972,0.131267947,-3.760387438,3.104971392,0.081948088,33.878264,-1.027420879,7.924784995,asia,2.615087861,15.03846072,-13.11047743,-13.01895096,-5.069024623,0.568756636
31.87508003,-61.46735367,14.94357973,0.979055243,6.796936873,-29.70804096,4.778811975,-2.68221715,-17.12252557,0.903299329,90.43830997,3.102610045,21.61991316,-2.141294565,-2.215042819,-4.333479551,4.305482189,12.33376895,88.18065495,-26.45167871,9.14317119,-57.61697392,-43.27536961,-18.72785738,2.971883444,-2.270986241,-0.228218316,74.36006106,-2.897543119,-0.736781185,3.113155981,13.12752414,-1.884595682,3.526040605,volkswagon,thurday,-0.286913593,-30.32999729,-4.617766853,7.478842432,-8.845933336,($187.70),12.23284499,-4.520403712,-47.16449314,0.00%,10.35976187,3.609764631,2.864564922,-1.997313248,9.805220579,-17.21987456,0.13673845,44.38227357,4.788678223,1.650412998,-1.482218189,-22.78424353,6.115104656,-4.901093494,5.745211392,4.912645519,1.174412841,11.98072973,-8.994332721,0.396584985,-38.37060905,-5.931576918,sept.,27.21557184,-47.64721972,5.838709078,-7.591015823,-4.399284124,-39.85374115,27.71990519,1.191634867,82.46122067,-6.045367041,4.351231381,17.51362828,3.691065216,0.30113887,-1.105143665,-0.730242267,16.4382943,0.29756183,4.130860987,-3.508937273,-1.42047718,-28.55394043,1.755785891,-0.325668732,asia,-0.986221972,-1.769849656,-7.140415174,0.791424689,-3.22403662,-0.816682394
15.26658811,-18.45483069,1.105534149,-2.718771278,-5.511702359,2.252313882,-8.017648574,3.635776044,-13.02488413,-1.751721623,-43.28442793,-1.504159078,-13.63725113,3.732422588,5.375052726,1.467663079,3.082946028,1.974756251,31.5808515,-14.96506963,8.747258653,-6.334655674,48.63318025,2.191074766,-3.098707957,-0.527992432,0.280489727,38.54398141,-5.050717438,-0.574936973,-0.734505043,-0.871117735,-1.022920256,-3.051542778,Toyota,wednesday,-1.922590966,11.08821579,-9.334525628,3.474410024,-57.5166113,$525.65 ,17.91794569,23.08712705,-19.93282919,0.01%,1.982634149,0.788319231,-1.965627101,21.09195554,-26.57051815,3.773149379,-0.215898741,11.754084,-0.331836352,4.739033056,39.62455987,0.348133081,-2.750484139,-7.636514791,7.065090022,23.84297699,-4.573706096,9.897997321,6.815062144,1.752990122,-25.75425357,1.756692523,July,-1.898394259,-14.01097666,-6.309774721,3.419524731,16.8646355,-35.80972748,-4.053954991,8.694020937,47.17511162,2.595559153,-9.223151772,3.088104054,2.633178684,4.926086911,-5.203345874,-3.772618022,-12.05018266,0.480818669,0.738908825,9.061246481,4.786964245,14.38038355,-0.756253209,5.930171201,asia,-2.199689981,-16.3897405,-2.564345859,-16.7160116,5.559948666,0.603006914
-17.61676067,15.81051479,-17.97202478,-1.995723941,-23.11255223,-15.89986078,-17.05415403,4.097426707,-7.755402228,-2.553410173,0.317012296,4.307594471,0.792291139,1.875071956,2.943670828,-17.72243072,4.16879958,-1.744211598,-12.08703819,-22.63396122,47.44821984,-9.378141825,22.10012883,1.836325378,-2.866765381,0.570102652,-0.389325205,16.78054014,5.850417296,-0.546281349,1.969011847,-0.292238001,0.492571786,9.04963984,Toyota,thurday,0.53971451,-21.95510528,2.149978413,-18.32273114,-13.20703741,"($1,113.53)",-4.354571603,13.32961125,26.54639676,0.00%,-7.008114706,10.27890541,6.464192658,-19.5745353,-14.2256281,85.16048131,0.558584784,34.66703549,1.90112566,-3.586770848,82.43380207,7.300102712,-4.286182818,-2.317732653,-6.421387372,14.30839951,-8.312887726,-17.27981282,-8.828317241,-1.395814377,10.26704222,-3.91072421,Apr,63.4041111,13.2670586,44.49101609,-4.029329469,-31.87259528,-10.24748325,21.74353623,-0.548326792,-18.80093621,-3.722035024,4.915404875,-17.5894133,1.33913571,1.658861046,3.971766061,3.289013794,17.24594457,-0.412427708,-10.94849082,1.308126832,-2.245212086,-22.99989591,-1.364063007,1.207972754,asia,1.694507627,-4.086830867,-28.70915647,23.00335527,-4.358593619,1.929230615
1.005882368,15.91283439,10.07946777,-2.122304649,-28.83872597,1.657557251,-3.272220405,-2.805554881,-2.491618593,3.245566539,95.82677888,-3.201854861,-4.879057001,0.926673347,1.02869975,-9.858183161,-8.3119187,-0.652195869,2.114757023,-21.88783025,5.387375033,29.04810085,27.74706035,2.89372699,-0.02024778,3.677858378,0.490871885,-39.14375349,2.972764895,-0.702295581,-3.614346605,-4.235576946,0.922943907,-10.10503994,Toyota,wednesday,-1.302299682,11.13310236,-11.54771651,-14.9376849,-32.10595695,"($1,232.97)",0.213267338,41.78108384,81.43389111,0.00%,-3.824730966,5.072350956,-0.197794453,-5.831046405,-7.659931144,107.447097,0.188796789,-34.66830305,-2.681816299,0.712246324,-24.90580298,14.3933261,-0.196953066,-5.545379325,0.705257891,17.11647658,-1.445185986,-18.11792081,-2.733947065,-1.768901676,46.53944076,2.381045948,Jun,28.20418306,-15.85086877,-33.17609907,15.09005912,-30.3137317,-13.6238643,5.049204267,-6.814271348,25.33994845,-5.143676335,16.64185238,28.64521879,3.938766254,4.35059742,-9.837734073,7.108490324,13.34882208,-0.28996635,1.441540067,7.745321589,0.465384805,99.80671075,4.045927455,3.786849672,asia,2.785237191,47.77082869,7.648543431,41.27739396,2.41137966,-1.317469207
36.05271907,30.2224459,-19.31217923,-0.894906762,-32.65994196,-10.37037579,-5.465897456,5.071545513,-16.50045261,3.646687365,81.64916617,-3.012137913,1.864565245,-4.784373166,3.977747175,-7.628049451,-1.775983827,-7.219620772,13.37395331,30.29648947,-19.99754703,-29.79977848,-0.594266785,0.752058345,-0.880617747,2.43042657,0.681647391,28.02734144,0.810142043,-0.95400922,-0.457907656,6.882276812,-2.021422811,0.372538371,Toyota,wednesday,0.170075645,-26.23474856,5.790350524,-16.65090348,6.20086949,"$1,019.79 ",-20.74936627,37.60557567,-11.1220473,0.01%,8.296629432,11.40098724,2.472293535,5.831602886,-1.608547618,-7.976422675,-0.668280971,22.7546139,-3.741356117,6.120083049,-10.34472951,-5.804636852,4.988919639,-10.63017828,-6.73437327,25.85895106,1.906295916,5.37139921,-11.17234369,1.083185419,45.69067417,-5.121275942,May,-24.41446455,-3.311587541,60.58665587,0.38927523,-76.97551,21.53132954,-19.25219882,-8.633527278,-1.552067253,1.093149708,26.74818289,2.751671845,10.53752266,3.082521666,1.022515398,-5.330673182,3.195222482,0.956524266,-9.476247528,2.196922448,-0.703769884,3.124970131,-4.053358067,-3.58933724,asia,1.706263086,6.718496162,-17.39211288,17.79236448,-9.859703783,-1.961482562
-2.05240778,74.74490979,-36.24219591,-0.799736385,26.67051516,-22.55290254,2.250824743,-2.846583809,-3.61822519,2.82790976,64.88341886,5.18310238,6.044199215,4.838978486,-1.999306955,16.51295432,-3.507490839,8.537109733,-9.953716523,5.701280885,-9.452988728,1.029149784,-26.79720829,-15.77098683,-5.256161317,0.683469852,0.166777424,-5.025915443,0.359339055,0.470505296,1.428752635,-3.596951101,1.763811483,-2.791775902,Toyota,wed,-2.070051398,-59.87510341,-12.98889769,13.95550235,34.58408154,($948.35),2.59064114,0.987302194,-39.8598275,-0.01%,-5.031881362,1.139589769,-3.48414161,-8.46098459,22.28493095,-26.29108224,-0.767125299,-8.949441922,-3.347006926,2.333266001,44.810434,-9.529726307,16.27063949,2.308504067,4.526530029,-8.857211639,10.89137219,-15.71338362,8.774585461,1.061944306,48.3349002,-2.314462437,May,34.97353477,-24.02770574,-2.777230936,5.196451696,-10.08405927,12.53244411,23.1234836,1.789857293,64.69650567,3.096366925,8.673334096,5.071306371,-9.630471069,-1.149132402,-0.242150658,8.543999738,1.657415613,0.018934156,5.19880486,4.206092231,3.65948964,45.28237958,1.676655373,-5.644753646,asia,1.842625011,-5.680589557,28.39381383,-13.65152165,-5.001511695,0.088518447
-7.130847585,25.32217243,28.62848323,-0.055648979,-6.334698058,5.177639533,14.85952669,0.069929281,11.45275033,3.305688893,46.36760722,7.257368354,8.972991624,-0.102138519,-0.284073617,2.159179846,4.821961978,-5.15293428,26.77421567,-6.704705415,-12.70783793,32.37106932,50.98074692,-10.96424995,1.374302513,-6.765197526,0.065559244,-37.25839416,-0.283673587,0.412814322,3.412134432,-1.968042695,0.009916512,-3.656352284,volkswagon,wednesday,2.251371302,45.79553222,-14.88303199,3.583026225,-27.53169367,($30.80),3.712266715,-9.218578064,138.9800761,-0.01%,-7.499235092,-5.835931381,-10.09065429,19.51978906,26.14261185,9.886872937,1.006983091,-0.34240218,1.322512737,3.047244905,22.69595459,67.50549616,-7.82684934,7.879859086,-0.440550604,2.894529402,0.630094886,11.3983859,-10.19913141,-0.2834798,-10.8865668,3.508870951,Jun,17.71990675,59.05634971,33.38735833,-7.232916664,21.22343819,15.16236249,39.45685928,7.218219824,-37.09958131,-10.21959272,-2.652251196,15.45487176,-5.537508999,-1.525240446,-0.959527032,-0.348117069,10.99597762,0.075433421,10.60230953,0.252201143,-6.290883111,95.25481671,2.373576663,1.630412505,asia,2.459735162,-2.886294869,-9.890600315,7.589219681,12.12144988,0.373477734
16.43663795,-21.75930578,-9.286131594,1.747283562,1.015339098,-0.702253921,-1.811937141,1.515547004,-5.464529254,2.07778035,-12.37744092,3.47479471,13.069106,1.510035161,4.091901973,1.184363305,-2.513317148,1.703108846,2.402265867,-9.134568182,14.65855143,58.48607352,46.49182194,-10.08368456,0.939372669,-2.500655765,0.047006765,32.31934035,-2.673713566,0.564754953,4.092479491,-4.238986565,-1.72469137,-8.661271633,Toyota,thurday,-2.195507409,33.3606172,-4.92209252,5.846226851,-26.48272425,"($1,214.51)",14.71405626,-18.1333535,-53.13199321,-0.01%,9.09489097,6.281852248,0.300357602,-10.8371007,13.25492081,-17.50895159,0.955324889,-5.271095122,-10.92245001,3.669278294,11.03479522,14.56969429,-1.934324034,-0.997763231,0.810826057,7.518828589,-4.554094213,-12.40533869,7.145716903,-0.508577734,9.574985516,0.119778735,July,-89.70024863,-55.37299065,-27.20054602,1.182760304,23.81453328,2.233358276,-16.38085869,-9.01588476,3.767141948,-0.943593993,12.13778498,9.819225081,0.41254602,-0.027956954,-1.111664761,-0.244608064,-23.51963143,0.489626773,-5.821015047,1.898791077,-5.01540255,-52.31871273,2.074109995,3.609300843,asia,0.023026041,-35.43501692,-10.80833682,7.766827967,5.672740074,-0.954799325
