x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,y
0.198559609,74.42531955,67.62774491,-3.095111408,-6.822326893,19.04807079,-0.362378195,-10.69917384,-22.69979119,-1.561262064,1.148617682,-3.043350606,-3.896557647,2.170614508,6.366298334,-7.340866345,0.267735424,1.081311447,-15.23688504,1.159306269,-27.96168161,11.82901328,43.29558345,-0.880306671,-4.518687855,3.271090609,0.103514431,31.64689396,2.901848682,-0.163627371,-2.131993838,-8.460727788,-2.41149951,-7.350110076,Toyota,wed,1.42359037,-10.83920024,-3.366516093,15.49400021,4.550518373,$449.48 ,-44.01913798,0.890008202,-104.3883823,0.00%,-11.34186468,0.453917315,2.800111164,5.69180559,35.78250998,-22.56742901,-0.199236863,0.87139058,5.808162119,-1.467896645,34.03018353,56.12574825,2.078396328,-0.307610214,4.629102597,14.79111465,-4.087323099,4.036426088,-1.53386114,1.261706794,59.93546343,0.64382254,Jun,-31.39116469,41.04020593,8.61649591,9.529082253,-18.00188595,-5.77564295,40.61710684,1.965694672,-50.66314121,4.554055292,-7.495832598,-46.6907443,6.481538377,4.635831463,1.88514872,0.78468123,0.556071053,-0.103677322,11.0687654,-1.405188277,-1.96028006,-155.4422369,0.80094754,1.553845517,asia,-1.093925738,16.202557,26.23859072,-2.125569999,9.644466073,1.237667297,0
-29.66262139,24.32071146,-48.20518167,1.430338956,-6.552206168,4.26307424,6.551412181,4.265483034,1.245095093,2.246813619,-75.74548905,4.81707067,11.74401505,1.379990037,6.226371951,0.042639963,2.354557795,-8.940383417,19.74128962,17.55943642,9.841718367,-12.45707709,15.71952644,8.212825289,1.067061214,7.119592409,-0.009653494,-45.40270096,-3.751504499,-1.451098799,2.133355339,-6.947286131,-1.789252804,2.620868843,Honda,wed,1.662057641,57.91700631,-5.124272334,6.240580975,-9.476135425,($525.06),-9.931499311,-6.068046761,-65.53582279,0.00%,6.991816604,-0.822273557,-2.179103207,-3.913326114,-5.3019966,6.334987745,-0.537954864,-26.89910353,-2.643014988,-2.401238576,-49.97963372,75.09351524,-2.696256623,8.011069787,1.911670564,4.511355022,3.297596139,-4.80926907,12.17670412,0.395124643,-42.65107208,-3.473814698,sept.,8.681869598,36.20478392,-25.51540984,-3.703719199,16.16939768,-44.02360085,-49.30316451,0.727414846,-17.64894965,6.011167983,-15.53813632,-20.11603198,4.061026209,1.386697716,-0.333380743,2.069129868,5.047460937,-0.702813497,3.512072382,4.240517725,7.24261356,-73.36559271,2.03170693,7.544422425,asia,-3.659541427,29.67425901,-15.1416472,-36.03059922,5.820376116,1.952182619,1
15.4937593,-66.16045899,50.51290346,-2.265792354,14.42857773,2.509323113,-6.70753641,3.820842218,-11.10083329,-1.459824777,0.880971481,-6.172156495,-19.03725012,-2.960047802,-2.89108154,1.261521496,-1.797489071,-0.61471871,25.52924571,22.4188106,7.281958839,51.96600972,-10.83275637,-0.945138339,-0.246806282,0.366804857,0.524701922,-7.127528472,-1.1767786,0.618479554,-0.97692547,1.285018705,-4.361560335,-5.32257603,bmw,wed,0.472357057,-12.99105792,-5.436793722,-11.64968155,6.876065081,($599.50),7.811113551,0.810978829,4.719627508,0.01%,11.82006835,-1.726896625,-3.81895623,-3.393136627,-0.752157329,-18.29311523,0.453022073,7.582964403,-7.694298517,-3.290343904,15.14712236,-25.89059788,-2.417446844,-6.241583645,3.31720809,1.00718313,-2.416566808,16.88926485,-7.112368723,0.256450074,-9.555651152,3.430570711,Oct,31.14187884,49.53860182,17.43889034,2.269527773,-24.34010632,-29.97249929,-19.70665862,-10.02676648,-30.16599377,0.671222024,-6.744114192,24.29736441,3.199586298,-3.318213113,9.341546176,-12.25253084,-19.56773918,0.683657512,3.371147922,2.423318685,1.74049294,-23.43318435,-0.992474026,1.385799021,america,1.299143601,33.01808974,-19.91489397,26.21273633,2.372690287,0.558988395,1
-19.83765138,33.21094331,53.40556318,1.079462451,11.36425055,-1.064581461,9.30885735,9.266076408,14.55295864,-2.0127552,27.64390524,7.390938608,20.81917952,6.128592102,1.510900377,-8.126781374,2.058785771,5.796101201,53.0292705,-16.17898323,13.82330657,30.15551796,12.92266971,6.564311648,2.55643114,-5.940073177,0.393259686,18.9536035,-6.1964585,-1.268806592,-7.715012282,-1.103812232,-0.798582372,0.373064512,volkswagon,wed,-0.09273995,37.6589256,5.675375378,10.52188475,-16.93398392,($220.71),13.44638455,-0.463122604,26.05378746,0.00%,14.58954734,-5.27426133,-5.130262714,-11.73141028,19.43681287,3.045527406,-1.673585209,-15.73843711,-4.648301257,-0.075231109,34.36181747,24.49432238,4.443710389,-6.963565125,-0.226944771,-12.91094097,-1.567730656,-21.68053068,0.037226462,-1.000424077,18.54915786,-0.03558285,Jun,-13.93432225,82.13038673,-2.441103227,-3.410051229,-2.048108905,-7.937654952,-7.30128298,-4.535142075,11.97321504,-3.862756698,2.380532425,-12.29631589,-6.108567228,5.669739197,-2.007230575,2.362671197,2.984404572,-0.290280162,6.938666943,-3.665964559,-1.72459065,38.54767993,-1.157844808,6.036804055,asia,0.521395558,9.664094805,-27.19763616,19.22113014,13.38271245,0.214461855,0
11.89665462,-26.71787176,-17.75817594,1.69201712,21.55353664,-5.852097356,-0.857434929,-2.1869402,18.07527246,-1.404617924,-15.62389896,-1.847208104,-22.06065691,-1.701009848,4.273573271,-5.610306372,2.768666867,-3.690564361,1.107321252,-13.78396996,-4.636735671,-10.49342555,-21.01995319,-3.156979474,-1.597320713,1.542109579,-0.512445796,34.80337835,3.865390587,-0.6928894,1.122795266,-9.951828656,0.567035639,6.767093615,volkswagon,thurday,-1.798863085,-59.49709073,-2.113214212,9.955583498,-9.551513822,"($1,405.59)",2.209775751,-9.012922406,52.80877277,0.00%,-5.080949058,2.279150494,-2.188872174,-0.989771662,17.48619614,-23.43655211,-0.030058838,50.51666311,-1.579670135,-4.071198295,24.4885054,8.984867206,-2.421951978,9.151946425,4.065881212,0.329999526,-9.296292741,3.21031948,-1.125526804,-2.050232,-29.8460882,-2.175148692,July,57.85156562,-19.15406628,25.60347734,-5.134320973,-23.92470222,-1.580576434,-2.75165584,7.923340634,10.10227463,-0.358829718,27.28388633,-13.03587032,-3.081276496,-1.623729824,-0.546352965,3.254040826,-10.76596142,-0.515930088,12.11619962,-10.85328913,-1.541273772,-17.22698093,-3.045511061,-1.719337404,asia,1.526070546,-25.60832603,33.38380262,-5.703268671,-11.02372957,-1.191318565,0
20.25177141,11.50143109,-1.440099698,-2.557572054,6.187961823,29.35049326,-11.08142579,-5.345357908,-7.077395969,5.437012749,33.00139492,-4.878807091,9.969744853,-1.798308849,1.133201239,15.38590588,2.00225195,3.201160424,13.98361351,-28.61498282,0.682130639,2.596758915,56.91684548,-2.058507061,-1.521488386,0.381791947,0.454828372,70.85399568,-2.609430734,0.494706481,4.106457735,-0.797778684,-1.059922476,-5.531115696,Toyota,wed,-1.12567487,34.87452348,-7.859341694,11.05231737,-21.56449255,$35.23 ,-13.62561938,3.599697707,-75.97839451,-0.01%,-11.2137189,-3.088627345,-3.565293985,-3.833709447,66.12674127,3.807321595,0.424807888,13.12876124,-7.387330076,-4.710965826,-15.56137938,83.69127908,4.25417246,-11.5541851,0.901230157,21.76376219,-4.40829113,-0.573644612,9.137530826,1.14423202,56.34287278,0.95609262,Aug,-136.3632943,29.769842,-18.82712192,7.514542671,-9.344892053,42.40949107,43.63518019,-2.623016732,4.893372522,-0.700228214,-31.86300937,-2.480788368,-5.538183079,-5.060122593,5.698248454,9.753573074,5.767958841,-0.296312562,-1.199189465,-4.061755306,0.049523189,-59.26486738,1.245942001,0.851638107,asia,-3.051756899,-1.838334626,-21.41520864,25.10122957,6.333649235,1.854197226,0
21.71345885,-12.84688543,18.71989185,-3.280356011,-18.53950468,-11.32474341,-3.25862617,-5.020542772,1.575918468,0.250843797,4.454654931,2.388547487,0.681953113,0.3359244,-0.580239122,4.596197965,0.340655864,0.290764659,-6.065273303,-9.877863597,11.28966849,47.49582868,-5.496555847,2.836924215,1.31719135,-3.903163855,0.202928226,-16.14346086,1.056803622,1.240766658,0.421706307,-6.064618808,0.545444182,0.457734772,bmw,wed,-0.02204176,48.21090102,-6.117043214,12.04174779,1.673830386,"$1,296.85 ",-32.42241192,-4.485948874,65.42127988,-0.02%,14.78257564,4.051679661,-5.581264581,-6.138080672,14.27158712,34.21142388,0.516493404,17.71668166,-12.25055117,-6.296437979,12.91819262,-10.91260743,-7.263206415,9.75000466,2.706434164,-13.20313373,12.71708815,-6.21276408,-9.889359254,0.745393344,66.02744598,2.672253651,Aug,35.47131777,-3.278645751,7.915746806,-0.852191451,8.780071582,12.3940336,-3.709773869,4.426001568,-40.61490136,1.170886556,44.24208525,16.49884603,0.689856877,-1.451386453,2.022429454,-2.196210762,-16.15919495,0.110247096,3.711936286,-1.644862529,-2.495040892,-75.37458749,5.14263981,3.411003711,asia,0.009432681,35.61398328,-1.94740118,7.317501484,-0.176123029,-0.690120245,0
19.07518,-39.96635633,-8.455558717,-0.916628313,25.26538551,-23.35636115,-0.171326427,-2.730192546,-4.042878827,-2.501981228,41.66739483,1.567596568,1.2391233,4.810309573,6.824725283,1.851198437,2.83804455,9.789749743,20.02615138,-8.92360457,-15.8529089,60.31898139,21.92088001,10.12521948,0.045899319,7.923937079,0.966258947,59.1540679,-0.279087688,-0.850602011,5.074756221,2.6802856,0.927779648,2.282613122,Honda,wednesday,1.560154174,42.89756383,-7.391172031,-5.993946196,-13.36685234,$421.92 ,-0.263706717,5.802911048,-164.5019027,-0.01%,-16.35870913,5.636024497,9.219471283,-11.86973344,20.73918128,65.46231327,-0.414483781,-15.48892772,4.16346116,2.393098318,-19.71072119,-39.59339032,10.72101691,3.506736941,7.822053859,18.30186951,-3.736201331,-35.68100811,0.72702851,-1.736665073,42.38818693,0.862997199,Aug,-86.83973758,-58.18051337,-80.01263919,-4.808252939,-11.36215771,33.55753692,-26.68971445,0.261486326,-7.252307531,-0.898027539,30.99162111,1.917206016,-2.991251695,4.130762846,1.195228445,-8.724668295,-25.37506783,0.212426113,17.68289917,1.16876996,-4.861152532,-103.8866632,-0.669350827,10.36095205,asia,1.06608177,15.54566808,6.314496121,6.433945996,6.226984063,-0.454550744,0
12.79157882,12.79049522,11.86147346,-1.710228064,3.239088654,21.4710392,8.55924961,-2.960076082,8.828616996,-4.756962961,-50.07700143,0.009433119,-15.5242297,-0.304254796,1.277165713,7.495183409,-2.469940774,-8.241481313,19.21776618,29.90713157,-6.996194609,78.09794424,-6.016410702,-5.864889253,0.637538507,4.454146646,-0.947191451,-8.614826115,-1.214827881,-1.686811392,1.339753719,-4.319599173,0.082101884,-5.050311748,Toyota,wed,1.804851375,56.0965363,4.718797038,10.27147584,37.01791442,($83.94),24.02377698,20.36780941,-140.9984417,-0.01%,18.31402025,1.538720129,0.622263888,0.404306757,-4.223180068,41.12603476,1.413628738,-31.74458599,-0.882009802,6.164055606,-18.49917362,2.950624175,-4.799928749,0.855520413,-3.691943866,-5.310733232,3.036665343,-22.946478,12.12407149,0.313742454,27.52818641,2.795163361,Apr,-100.1186788,-19.8041034,-33.6486328,-0.148641483,-43.12374681,26.19502427,-6.529995869,4.295891522,72.24635848,0.916693564,0.93162442,24.42444752,7.545796403,-1.548912488,2.834700888,3.494801664,-20.18044643,0.65862826,-8.712884864,3.611526375,-2.254806871,33.13599252,0.761690088,2.702274079,asia,-3.214567398,-5.330336519,-8.088838021,-4.698669766,-7.811131411,0.103911875,0
25.89480603,-9.771018741,-6.367208417,1.585515563,13.8545497,-7.555361297,7.303615549,0.322354874,4.638250424,-2.314391104,59.38107177,-1.280968024,-16.60292453,2.356112234,2.239884483,-5.395247845,1.41242404,1.332075728,5.127846047,-2.694439816,16.83574832,30.94069662,-29.35896373,6.540582085,1.832177107,2.243942041,0.292880661,47.46707154,-3.284846572,0.638930992,-2.419009862,2.084813138,1.08179809,3.650686685,Toyota,thur,-1.934315847,9.43928486,-19.1418983,-18.02701683,5.876586848,"$1,391.32 ",-12.92029357,-1.11080799,-66.85990726,0.00%,-4.51600514,-8.46637872,0.022915134,6.062461869,20.9783175,5.964859116,1.067781832,11.86571879,0.882559945,0.407148511,17.13429824,-3.445049225,7.089818003,4.863992335,-5.362151301,-25.27426056,-0.959390968,1.301670527,3.964127642,-1.10942208,-11.5997143,-3.486764781,Jun,-130.7797174,-25.2780853,33.4201157,-16.38678629,40.47589825,-33.4337388,17.71275257,-9.844753784,54.45523104,6.752939602,10.27643647,-29.5261953,4.941277057,-4.519395905,0.798434981,0.606097329,-5.97784252,-0.196901721,-16.24124677,-3.712441533,-3.84983168,-118.1745858,0.506072749,3.957230557,asia,0.158315695,-53.49462535,-28.4744945,10.08108162,-1.053119424,-0.961297395,0
